timestamp,active_flights_count
2020-05-28 00:09:18.862822,5634
2020-05-28 00:09:34.843685,5627
2020-05-28 00:09:50.877535,5624
2020-05-28 00:10:06.875706,5619
2020-05-28 00:10:22.866434,5618
2020-05-28 00:10:38.872364,5616
2020-05-28 00:10:54.878141,5613
2020-05-28 00:11:10.878562,5625
2020-05-28 00:11:26.885288,5632
2020-05-28 00:11:42.853413,5642
2020-05-28 00:11:59.474971,5645
2020-05-28 00:12:14.861368,5653
2020-05-28 00:12:30.885156,5661
2020-05-28 00:12:46.927945,5660
2020-05-28 00:13:02.873957,5663
2020-05-28 00:13:18.915295,5646
2020-05-28 00:13:34.898291,5643
2020-05-28 00:13:51.094538,5649
2020-05-28 00:14:06.886046,5657
2020-05-28 00:14:23.333940,5647
2020-05-28 00:14:38.884686,5651
2020-05-28 00:14:54.896137,5665
2020-05-28 00:15:10.899511,5659
2020-05-28 00:15:26.922863,5660
2020-05-28 00:15:42.930936,5658
2020-05-28 00:15:58.908601,5654
2020-05-28 00:16:14.923325,5652
2020-05-28 00:16:30.913782,5640
2020-05-28 00:16:46.912275,5634
2020-05-28 00:17:02.901363,5638
2020-05-28 00:17:18.935784,5644
2020-05-28 00:17:34.899310,5641
2020-05-28 00:17:50.933644,5652
2020-05-28 00:18:06.900492,5648
2020-05-28 00:18:22.907415,5647
2020-05-28 00:18:38.922428,5645
2020-05-28 00:18:54.899926,5624
2020-05-28 00:19:10.869984,5627
2020-05-28 00:19:26.878076,5625
2020-05-28 00:19:42.903524,5622
2020-05-28 00:19:58.895693,5628
2020-05-28 00:20:14.892112,5623
2020-05-28 00:20:30.877773,5617
2020-05-28 00:20:46.910553,5619
2020-05-28 00:21:02.909205,5619
2020-05-28 00:21:18.945715,5612
2020-05-28 00:21:34.881168,5610
2020-05-28 00:21:50.910369,5616
2020-05-28 00:22:06.941915,5620
2020-05-28 00:22:22.910599,5617
2020-05-28 00:22:38.897366,5616
2020-05-28 00:22:54.964585,5607
2020-05-28 00:23:10.913558,5615
2020-05-28 00:23:27.188831,5633
2020-05-28 00:23:42.943649,5626
2020-05-28 00:23:58.891442,5629
2020-05-28 00:24:14.916610,5635
2020-05-28 00:24:30.869110,5636
2020-05-28 00:24:46.944989,5651
2020-05-28 00:25:02.921314,5654
2020-05-28 00:25:18.909357,5654
2020-05-28 00:25:34.901909,5671
2020-05-28 00:25:50.940386,5668
2020-05-28 00:26:06.916690,5681
2020-05-28 00:26:22.880336,5693
2020-05-28 00:26:38.940618,5691
2020-05-28 00:26:54.963644,5693
2020-05-28 00:27:10.950981,5695
2020-05-28 00:27:26.967308,5696
2020-05-28 00:27:42.967839,5710
2020-05-28 00:27:58.960964,5710
2020-05-28 00:28:14.960925,5706
2020-05-28 00:28:30.945944,5699
2020-05-28 00:28:46.949081,5698
2020-05-28 00:29:02.962389,5695
2020-05-28 00:29:18.980197,5701
2020-05-28 00:29:34.954849,5701
2020-05-28 00:29:51.161100,5687
2020-05-28 00:30:06.946534,5674
2020-05-28 00:30:23.115920,5685
2020-05-28 00:30:38.985682,5680
2020-05-28 00:30:54.965637,5688
2020-05-28 00:31:10.972409,5685
2020-05-28 00:31:26.973727,5684
2020-05-28 00:31:42.980890,5693
2020-05-28 00:31:58.991192,5690
2020-05-28 00:32:14.913465,5683
2020-05-28 00:32:30.948121,5693
2020-05-28 00:32:46.982565,5689
2020-05-28 00:33:02.988495,5682
2020-05-28 00:33:18.950539,5687
2020-05-28 00:33:34.965252,5687
2020-05-28 00:33:51.001007,5679
2020-05-28 00:34:06.959772,5682
2020-05-28 00:34:23.004589,5685
2020-05-28 00:34:38.986288,5686
2020-05-28 00:34:54.982788,5681
2020-05-28 00:35:10.954661,5681
2020-05-28 00:35:26.968991,5666
2020-05-28 00:35:42.990294,5671
2020-05-28 00:35:58.941727,5678
2020-05-28 00:36:05.718067,5676
2020-05-28 00:36:21.748971,5677
2020-05-28 00:36:37.738265,5674
2020-05-28 00:36:53.720714,5668
2020-05-28 00:37:09.740606,5660
2020-05-28 00:37:25.773192,5644
2020-05-28 00:37:41.745031,5639
2020-05-28 00:37:57.747172,5639
2020-05-28 00:38:13.701745,5642
2020-05-28 00:38:29.769836,5638
2020-05-28 00:38:45.751346,5644
2020-05-28 00:39:01.752062,5642
2020-05-28 00:39:17.716375,5635
2020-05-28 00:39:33.714815,5647
2020-05-28 00:39:49.713439,5652
2020-05-28 00:40:05.746812,5641
2020-05-28 00:40:21.739675,5646
2020-05-28 00:40:37.773740,5655
2020-05-28 00:40:53.766036,5649
2020-05-28 00:41:09.766431,5645
2020-05-28 00:41:25.746487,5641
2020-05-28 00:41:41.755682,5636
2020-05-28 00:41:57.765723,5643
2020-05-28 00:42:13.919802,5651
2020-05-28 00:42:29.772463,5646
2020-05-28 00:42:45.842875,5641
2020-05-28 00:43:01.751330,5648
2020-05-28 00:43:17.786830,5642
2020-05-28 00:43:33.773165,5641
2020-05-28 00:43:49.773173,5642
2020-05-28 00:44:05.760552,5642
2020-05-28 00:44:21.766421,5653
2020-05-28 00:44:37.786744,5660
2020-05-28 00:44:53.784547,5658
2020-05-28 00:45:09.748900,5670
2020-05-28 00:45:25.769672,5658
2020-05-28 00:45:41.754806,5668
2020-05-28 00:45:57.774176,5673
2020-05-28 00:46:13.759140,5657
2020-05-28 00:46:29.787021,5656
2020-05-28 00:46:45.777462,5654
2020-05-28 00:47:01.782464,5641
2020-05-28 00:47:17.781160,5646
2020-05-28 00:47:33.772439,5631
2020-05-28 00:47:49.771697,5631
2020-05-28 00:48:05.771664,5637
2020-05-28 00:48:21.830131,5643
2020-05-28 00:48:37.746002,5631
2020-05-28 00:48:53.784952,5635
2020-05-28 00:49:09.797749,5627
2020-05-28 00:49:25.798167,5630
2020-05-28 00:49:41.793477,5651
2020-05-28 00:49:57.802000,5633
2020-05-28 00:50:13.780653,5628
2020-05-28 00:50:29.779786,5624
2020-05-28 00:50:45.841939,5619
2020-05-28 00:51:01.789214,5613
2020-05-28 00:51:17.764041,5615
2020-05-28 00:51:33.781614,5616
2020-05-28 00:51:49.960363,5624
2020-05-28 00:52:05.759076,5624
2020-05-28 00:52:23.285288,5627
2020-05-28 00:52:37.772200,5627
2020-05-28 00:52:53.737671,5628
2020-05-28 00:53:09.756085,5620
2020-05-28 00:53:25.804160,5612
2020-05-28 00:53:41.747557,5614
2020-05-28 00:53:57.787689,5617
2020-05-28 00:54:13.799157,5625
2020-05-28 00:54:29.795963,5622
2020-05-28 00:54:45.977393,5623
2020-05-28 00:55:01.773939,5627
2020-05-28 00:55:17.764803,5619
2020-05-28 00:55:33.766214,5617
2020-05-28 00:55:50.170007,5613
2020-05-28 00:56:05.761036,5599
2020-05-28 00:56:21.769617,5604
2020-05-28 00:56:37.752639,5609
2020-05-28 00:56:53.754385,5619
2020-05-28 00:57:09.800584,5615
2020-05-28 00:57:25.788917,5615
2020-05-28 00:57:41.796519,5612
2020-05-28 00:57:57.792421,5597
2020-05-28 00:58:13.787345,5596
2020-05-28 00:58:29.776814,5610
2020-05-28 00:58:45.812771,5606
2020-05-28 00:59:01.771044,5617
2020-05-28 00:59:17.771559,5614
2020-05-28 00:59:33.739715,5608
2020-05-28 00:59:49.794338,5602
2020-05-28 01:00:05.797867,5607
2020-05-28 01:00:21.775236,5601
2020-05-28 01:00:37.803741,5586
2020-05-28 01:00:53.828863,5582
2020-05-28 01:01:09.796873,5587
2020-05-28 01:01:25.788322,5576
2020-05-28 01:01:41.772105,5577
2020-05-28 01:01:57.800346,5582
2020-05-28 01:02:13.752611,5583
2020-05-28 01:02:29.773367,5564
2020-05-28 01:02:45.774706,5564
2020-05-28 01:03:01.789273,5550
2020-05-28 01:03:17.781987,5561
2020-05-28 01:03:33.810002,5554
2020-05-28 01:03:49.882327,5566
2020-05-28 01:04:05.786506,5562
2020-05-28 01:04:21.754320,5560
2020-05-28 01:04:37.798877,5571
2020-05-28 01:04:53.828329,5582
2020-05-28 01:05:09.778990,5574
2020-05-28 01:05:25.794928,5567
2020-05-28 01:05:41.790517,5562
2020-05-28 01:05:57.985532,5561
2020-05-28 01:06:13.812882,5564
2020-05-28 01:06:29.789096,5559
2020-05-28 01:06:45.794787,5558
2020-05-28 01:07:02.283637,5563
2020-05-28 01:07:17.777897,5566
2020-05-28 01:07:33.808148,5570
2020-05-28 01:07:49.789721,5578
2020-05-28 01:08:05.811053,5580
2020-05-28 01:08:21.811669,5588
2020-05-28 01:08:37.795629,5585
2020-05-28 01:08:53.815945,5581
2020-05-28 01:09:09.770636,5583
2020-05-28 01:09:25.805201,5587
2020-05-28 01:09:41.784993,5570
2020-05-28 01:09:57.793012,5574
2020-05-28 01:10:13.790116,5575
2020-05-28 01:10:29.825330,5573
2020-05-28 01:10:45.774792,5584
2020-05-28 01:11:01.793340,5573
2020-05-28 01:11:17.796597,5577
2020-05-28 01:11:33.764284,5572
2020-05-28 01:11:49.776253,5572
2020-05-28 01:12:05.801761,5570
2020-05-28 01:12:21.857584,5568
2020-05-28 01:12:37.815007,5552
2020-05-28 01:12:53.780790,5548
2020-05-28 01:13:09.761413,5541
2020-05-28 01:13:25.786487,5545
2020-05-28 01:13:42.009732,5544
2020-05-28 01:13:57.770494,5548
2020-05-28 01:14:13.796265,5544
2020-05-28 01:14:29.798466,5545
2020-05-28 01:14:45.833923,5552
2020-05-28 01:15:01.805279,5548
2020-05-28 01:15:17.777452,5550
2020-05-28 01:15:33.808116,5552
2020-05-28 01:15:49.801939,5545
2020-05-28 01:16:05.815322,5540
2020-05-28 01:16:21.849999,5536
2020-05-28 01:16:37.804542,5535
2020-05-28 01:16:53.770290,5537
2020-05-28 01:17:09.802405,5549
2020-05-28 01:17:25.802520,5546
2020-05-28 01:17:41.840112,5553
2020-05-28 01:17:57.803743,5548
2020-05-28 01:18:13.830612,5547
2020-05-28 01:18:30.248597,5556
2020-05-28 01:18:45.826440,5547
2020-05-28 01:19:01.797658,5555
2020-05-28 01:19:17.799208,5551
2020-05-28 01:19:33.808476,5549
2020-05-28 01:19:49.826400,5549
2020-05-28 01:20:05.842723,5570
2020-05-28 01:20:21.834194,5572
2020-05-28 01:20:37.848069,5570
2020-05-28 01:20:53.827958,5568
2020-05-28 01:21:09.832550,5567
2020-05-28 01:21:25.838146,5573
2020-05-28 01:21:41.823010,5586
2020-05-28 01:21:57.845496,5595
2020-05-28 01:22:13.846707,5593
2020-05-28 01:22:29.856916,5590
2020-05-28 01:22:45.874916,5577
2020-05-28 01:23:01.828542,5584
2020-05-28 01:23:17.848568,5583
2020-05-28 01:23:33.813210,5581
2020-05-28 01:23:49.867801,5576
2020-05-28 01:24:05.847989,5586
2020-05-28 01:24:21.816776,5590
2020-05-28 01:24:37.830595,5593
2020-05-28 01:24:53.826655,5598
2020-05-28 01:25:09.802962,5594
2020-05-28 01:25:25.829446,5595
2020-05-28 01:25:41.809608,5595
2020-05-28 01:25:57.857303,5591
2020-05-28 01:26:13.854787,5581
2020-05-28 01:26:29.856939,5587
2020-05-28 01:26:45.862879,5590
2020-05-28 01:27:01.808836,5585
2020-05-28 01:27:17.809999,5583
2020-05-28 01:27:33.797853,5581
2020-05-28 01:27:49.856831,5585
2020-05-28 01:28:05.816176,5591
2020-05-28 01:28:21.830269,5592
2020-05-28 01:28:37.848405,5600
2020-05-28 01:28:53.838593,5613
2020-05-28 01:29:09.832440,5619
2020-05-28 01:29:25.850007,5617
2020-05-28 01:29:41.815544,5616
2020-05-28 01:29:57.887700,5610
2020-05-28 01:30:13.861222,5616
2020-05-28 01:30:29.858257,5618
2020-05-28 01:30:45.887151,5612
2020-05-28 01:31:01.875212,5623
2020-05-28 01:31:17.862430,5627
2020-05-28 01:31:33.876826,5633
2020-05-28 01:31:50.071341,5636
2020-05-28 01:32:05.878270,5636
2020-05-28 01:32:21.825356,5644
2020-05-28 01:32:37.887944,5644
2020-05-28 01:32:53.847811,5638
2020-05-28 01:33:09.860282,5617
2020-05-28 01:33:25.836371,5622
2020-05-28 01:33:41.909525,5626
2020-05-28 01:33:57.888794,5624
2020-05-28 01:34:13.824003,5615
2020-05-28 01:34:29.842982,5619
2020-05-28 01:34:46.923490,5622
2020-05-28 01:35:01.890572,5620
2020-05-28 01:35:17.888633,5616
2020-05-28 01:35:33.862658,5614
2020-05-28 01:35:49.840648,5614
2020-05-28 01:36:05.883554,5614
2020-05-28 01:36:21.864472,5620
2020-05-28 01:36:37.842474,5626
2020-05-28 01:36:53.878558,5637
2020-05-28 01:37:09.843294,5640
2020-05-28 01:37:25.882959,5650
2020-05-28 01:37:41.881366,5645
2020-05-28 01:37:57.874873,5650
2020-05-28 01:38:13.903048,5651
2020-05-28 01:40:49.454190,5624
2020-05-28 01:40:49.460954,5624
2020-05-28 01:40:49.486180,5622
2020-05-28 01:40:53.840210,5617
2020-05-28 01:40:55.748251,5617
2020-05-28 01:41:09.837792,5604
2020-05-28 01:41:12.123088,5604
2020-05-28 01:41:25.878087,5610
2020-05-28 01:41:28.498480,5612
2020-05-28 01:41:41.856993,5627
2020-05-28 01:41:44.901213,5629
2020-05-28 01:41:57.888881,5625
2020-05-28 01:41:59.236909,5625
2020-05-28 01:42:13.842011,5630
2020-05-28 01:42:29.860589,5633
2020-05-28 01:42:45.852516,5639
2020-05-28 01:42:50.601556,5634
2020-05-28 01:43:01.840359,5626
2020-05-28 01:43:17.831908,5629
2020-05-28 01:43:33.868708,5620
2020-05-28 01:43:49.846643,5617
2020-05-28 01:44:05.864278,5624
2020-05-28 01:44:21.876039,5612
2020-05-28 01:44:37.845578,5617
2020-05-28 01:44:53.838146,5632
2020-05-28 01:45:09.900459,5630
2020-05-28 01:45:26.134401,5628
2020-05-28 01:45:41.846722,5630
2020-05-28 01:45:57.845554,5635
2020-05-28 01:46:13.873165,5629
2020-05-28 01:46:30.395447,5634
2020-05-28 01:46:45.874176,5634
2020-05-28 01:47:01.876237,5636
2020-05-28 01:47:17.868489,5643
2020-05-28 01:47:33.854179,5631
2020-05-28 01:47:49.842832,5621
2020-05-28 01:48:05.905816,5619
2020-05-28 01:48:21.866167,5613
2020-05-28 01:48:38.248679,5624
2020-05-28 01:48:53.868317,5623
2020-05-28 01:49:09.863107,5627
2020-05-28 01:49:25.874780,5632
2020-05-28 01:49:41.846362,5643
2020-05-28 01:49:58.025136,5642
2020-05-28 01:50:13.844579,5637
2020-05-28 01:50:29.872019,5634
2020-05-28 01:50:45.855963,5630
2020-05-28 01:51:01.860066,5621
2020-05-28 01:51:17.891556,5626
2020-05-28 01:51:33.878809,5626
2020-05-28 01:51:49.869950,5627
2020-05-28 01:52:05.872145,5618
2020-05-28 01:52:21.889013,5609
2020-05-28 01:52:37.844968,5617
2020-05-28 01:52:53.853133,5623
2020-05-28 01:53:09.836670,5628
2020-05-28 01:53:26.382804,5616
2020-05-28 01:53:41.900990,5618
2020-05-28 01:53:57.877479,5613
2020-05-28 01:54:13.852039,5617
2020-05-28 01:54:29.878060,5620
2020-05-28 01:54:45.870561,5616
2020-05-28 01:55:01.840800,5603
2020-05-28 01:55:17.854057,5617
2020-05-28 01:55:33.835432,5628
2020-05-28 01:55:49.865135,5637
2020-05-28 01:56:05.849581,5645
2020-05-28 01:56:21.875433,5644
2020-05-28 01:56:37.854903,5646
2020-05-28 01:56:53.889646,5645
2020-05-28 01:57:09.849198,5641
2020-05-28 01:57:25.878998,5633
2020-05-28 01:57:41.985699,5617
2020-05-28 01:57:57.871489,5627
2020-05-28 01:58:13.875499,5641
2020-05-28 01:58:29.908372,5653
2020-05-28 01:58:45.884883,5656
2020-05-28 01:59:01.877987,5643
2020-05-28 01:59:17.874443,5642
2020-05-28 01:59:33.854845,5632
2020-05-28 01:59:49.849753,5636
2020-05-28 02:00:05.855114,5637
2020-05-28 02:00:21.846928,5615
2020-05-28 02:00:37.900901,5614
2020-05-28 02:00:53.960703,5619
2020-05-28 02:01:09.845405,5618
2020-05-28 02:01:25.845852,5637
2020-05-28 02:01:41.933332,5643
2020-05-28 02:01:57.896140,5646
2020-05-28 02:02:13.881685,5651
2020-05-28 02:02:30.075773,5658
2020-05-28 02:02:46.358671,5661
2020-05-28 02:03:01.861938,5664
2020-05-28 02:03:17.885877,5662
2020-05-28 02:03:33.851193,5665
2020-05-28 02:03:50.369346,5685
2020-05-28 02:04:05.880184,5695
2020-05-28 02:04:21.854503,5694
2020-05-28 02:04:37.869761,5689
2020-05-28 02:04:55.962564,5698
2020-05-28 02:05:09.899308,5690
2020-05-28 02:05:25.869288,5682
2020-05-28 02:05:41.902201,5678
2020-05-28 02:05:57.865451,5678
2020-05-28 02:06:13.851855,5669
2020-05-28 02:06:29.858926,5679
2020-05-28 02:06:46.173373,5682
2020-05-28 02:07:01.874554,5673
2020-05-28 02:07:17.849382,5673
2020-05-28 02:07:33.874669,5666
2020-05-28 02:07:49.881284,5670
2020-05-28 02:08:05.857038,5666
2020-05-28 02:08:22.432858,5666
2020-05-28 02:08:37.865316,5651
2020-05-28 02:08:53.904929,5643
2020-05-28 02:09:09.858109,5638
2020-05-28 02:09:25.863364,5637
2020-05-28 02:09:41.870142,5621
2020-05-28 02:09:57.852908,5633
2020-05-28 02:10:13.887901,5625
2020-05-28 02:10:29.847259,5642
2020-05-28 02:10:45.865392,5655
2020-05-28 02:11:01.889253,5657
2020-05-28 02:11:17.856381,5656
2020-05-28 02:11:33.856866,5650
2020-05-28 02:11:49.872273,5659
2020-05-28 02:12:05.860934,5662
2020-05-28 02:12:21.883236,5664
2020-05-28 02:12:37.870178,5672
2020-05-28 02:12:53.889471,5683
2020-05-28 02:13:09.887123,5677
2020-05-28 02:13:25.864323,5678
2020-05-28 02:13:41.870425,5676
2020-05-28 02:13:57.887110,5674
2020-05-28 02:14:13.864598,5671
2020-05-28 02:14:29.873255,5670
2020-05-28 02:14:45.881792,5668
2020-05-28 02:15:01.894047,5672
2020-05-28 02:15:17.875352,5682
2020-05-28 02:15:33.883183,5682
2020-05-28 02:15:49.877762,5688
2020-05-28 02:16:05.883179,5683
2020-05-28 02:16:22.797338,5678
2020-05-28 02:16:37.860525,5676
2020-05-28 02:16:53.880361,5676
2020-05-28 02:17:09.854802,5682
2020-05-28 02:17:26.289518,5675
2020-05-28 02:17:41.907526,5682
2020-05-28 02:17:58.105723,5684
2020-05-28 02:18:14.362261,5678
2020-05-28 02:18:30.409606,5675
2020-05-28 02:18:45.920852,5673
2020-05-28 02:19:01.919658,5668
2020-05-28 02:19:17.892688,5680
2020-05-28 02:19:33.865801,5682
2020-05-28 02:19:50.186255,5679
2020-05-28 02:20:05.914044,5682
2020-05-28 02:20:21.897925,5694
2020-05-28 02:20:37.876220,5693
2020-05-28 02:20:53.896678,5699
2020-05-28 02:21:09.864210,5689
2020-05-28 02:21:25.924862,5692
2020-05-28 02:21:41.916567,5696
2020-05-28 02:21:57.882271,5700
2020-05-28 02:22:13.897108,5696
2020-05-28 02:22:29.866059,5696
2020-05-28 02:22:46.192314,5698
2020-05-28 02:23:01.900925,5695
2020-05-28 02:23:17.881141,5693
2020-05-28 02:23:33.881180,5692
2020-05-28 02:23:49.871943,5698
2020-05-28 02:24:05.882043,5699
2020-05-28 02:24:21.899416,5698
2020-05-28 02:24:37.902860,5698
2020-05-28 02:24:53.873686,5704
2020-05-28 02:25:09.895362,5702
2020-05-28 02:25:25.903112,5709
2020-05-28 02:25:41.882436,5710
2020-05-28 02:25:57.894457,5707
2020-05-28 02:26:13.886888,5714
2020-05-28 02:26:29.906833,5720
2020-05-28 02:26:45.869308,5730
2020-05-28 02:27:01.890715,5729
2020-05-28 02:27:17.884171,5723
2020-05-28 02:27:33.873035,5724
2020-05-28 02:27:49.895569,5741
2020-05-28 02:28:05.920011,5736
2020-05-28 02:28:22.111629,5750
2020-05-28 02:28:37.888502,5741
2020-05-28 02:28:53.873452,5744
2020-05-28 02:29:09.906153,5742
2020-05-28 02:29:25.885084,5753
2020-05-28 02:29:41.904310,5742
2020-05-28 02:29:57.889264,5738
2020-05-28 02:30:13.896949,5735
2020-05-28 02:30:29.890354,5740
2020-05-28 02:30:45.866685,5745
2020-05-28 02:31:01.886323,5745
2020-05-28 02:31:17.897529,5742
2020-05-28 02:31:33.897429,5734
2020-05-28 02:31:49.890753,5732
2020-05-28 02:32:05.901648,5734
2020-05-28 02:32:21.908778,5729
2020-05-28 02:32:37.866766,5718
2020-05-28 02:32:53.871201,5736
2020-05-28 02:33:09.900707,5738
2020-05-28 02:33:25.911519,5744
2020-05-28 02:33:41.873611,5743
2020-05-28 02:33:57.875460,5747
2020-05-28 02:34:13.910680,5751
2020-05-28 02:34:30.410982,5755
2020-05-28 02:34:45.907083,5752
2020-05-28 02:35:01.879244,5756
2020-05-28 02:35:17.886087,5761
2020-05-28 02:35:33.877554,5769
2020-05-28 02:35:49.873587,5770
2020-05-28 02:36:05.898399,5766
2020-05-28 02:36:21.896289,5765
2020-05-28 02:36:38.461589,5764
2020-05-28 02:36:53.895254,5768
2020-05-28 02:37:09.898392,5765
