,timestamp,active_flights_count
480,2020-05-28 01:29:25.850007,5617
481,2020-05-28 01:29:41.815544,5616
482,2020-05-28 01:29:57.887700,5610
483,2020-05-28 01:30:13.861222,5616
484,2020-05-28 01:30:29.858257,5618
485,2020-05-28 01:30:45.887151,5612
486,2020-05-28 01:31:01.875212,5623
487,2020-05-28 01:31:17.862430,5627
488,2020-05-28 01:31:33.876826,5633
489,2020-05-28 01:31:50.071341,5636
490,2020-05-28 01:32:05.878270,5636
491,2020-05-28 01:32:21.825356,5644
492,2020-05-28 01:32:37.887944,5644
493,2020-05-28 01:32:53.847811,5638
494,2020-05-28 01:33:09.860282,5617
495,2020-05-28 01:33:25.836371,5622
496,2020-05-28 01:33:41.909525,5626
497,2020-05-28 01:33:57.888794,5624
498,2020-05-28 01:34:13.824003,5615
499,2020-05-28 01:34:29.842982,5619
500,2020-05-28 01:34:46.923490,5622
501,2020-05-28 01:35:01.890572,5620
502,2020-05-28 01:35:17.888633,5616
503,2020-05-28 01:35:33.862658,5614
504,2020-05-28 01:35:49.840648,5614
505,2020-05-28 01:36:05.883554,5614
506,2020-05-28 01:36:21.864472,5620
507,2020-05-28 01:36:37.842474,5626
508,2020-05-28 01:36:53.878558,5637
509,2020-05-28 01:37:09.843294,5640
510,2020-05-28 01:37:25.882959,5650
511,2020-05-28 01:37:41.881366,5645
512,2020-05-28 01:37:57.874873,5650
513,2020-05-28 01:38:13.903048,5651
514,2020-05-28 01:40:49.454190,5624
515,2020-05-28 01:40:49.460954,5624
516,2020-05-28 01:40:49.486180,5622
517,2020-05-28 01:40:53.840210,5617
518,2020-05-28 01:40:55.748251,5617
519,2020-05-28 01:41:09.837792,5604
520,2020-05-28 01:41:12.123088,5604
521,2020-05-28 01:41:25.878087,5610
522,2020-05-28 01:41:28.498480,5612
523,2020-05-28 01:41:41.856993,5627
524,2020-05-28 01:41:44.901213,5629
525,2020-05-28 01:41:57.888881,5625
526,2020-05-28 01:41:59.236909,5625
